precision,recall,f1,test_size %,num_trees,depth_tree
0.42620353327674426,0.6244178411977481,0.4552967283613673,95.0,10,10
0.975997565771514,0.9881630838066213,0.9760162124979194,95.0,10,100
0.9964125007619767,0.988237410256016,0.9916375848450418,95.0,10,1000
0.4223877504196031,0.5508404409546989,0.4412437089330289,95.0,50,10
0.9758167886494351,0.9881705127206346,0.9759337920510579,95.0,50,100
0.9967629082633978,0.988251970637332,0.9918208912240752,95.0,50,1000
0.3780308442337024,0.44491847800605294,0.38997655823655797,95.0,100,10
0.9765962182159016,0.9881833417957919,0.976336001259317,95.0,100,100
0.9967629082633978,0.988251970637332,0.9918208912240752,95.0,100,1000
0.4092705866586082,0.5259772174140366,0.4346839872853918,95.0,150,10
0.9745741014879027,0.9881705127206346,0.9752852205667418,95.0,150,100
0.9967629082633978,0.988251970637332,0.9918208912240752,95.0,150,1000
0.4381479839531028,0.5264741210779189,0.4545978860374712,95.0,200,10
0.9762782531920543,0.9881790640785378,0.9761739308131059,95.0,200,100
0.9967629082633978,0.988251970637332,0.9918208912240752,95.0,200,1000
0.4152150443207465,0.5536736008019938,0.4297468548022753,90.0,10,10
0.9627043205343164,0.9882731359245175,0.9688288181180488,90.0,10,100
0.997086870565799,0.988368979369318,0.9920051710519321,90.0,10,1000
0.35743936942605686,0.4830068149544715,0.3725512465851251,90.0,50,10
0.9926575387077405,0.9883215579948116,0.9897687661509618,90.0,50,100
0.997086870565799,0.988368979369318,0.9920051710519321,90.0,50,1000
0.37013358415898473,0.45879266436235544,0.38685720704866783,90.0,100,10
0.9786447441421838,0.9883402374684725,0.9792582841720106,90.0,100,100
0.9968469719569091,0.9884047823764681,0.9919546311938419,90.0,100,1000
0.38432255215282324,0.45888319365354324,0.3970938194051929,90.0,150,10
0.9932509637410252,0.9883506264743215,0.9900833380053607,90.0,150,100
0.997086870565799,0.988368979369318,0.9920051710519321,90.0,150,1000
0.3504161078114558,0.45841581071869986,0.36430560512973414,90.0,200,10
0.9781859934730114,0.9882795344132841,0.9789422905403988,90.0,200,100
0.9968469719569091,0.9884047823764681,0.9919546311938419,90.0,200,1000
0.41567705829958257,0.5895758939906058,0.44133619386964523,85.0,10,10
0.9521808699086272,0.9612624715555806,0.9530858219133751,85.0,10,100
0.9970873032465166,0.9877004455658073,0.9916103863994942,85.0,10,1000
0.3189917992077249,0.4287143360030779,0.3313420228533448,85.0,50,10
0.9807149428999254,0.9876294953225626,0.98056247873748,85.0,50,100
0.9970887030225525,0.9877037045159932,0.9916127146571269,85.0,50,1000
0.42665873395024745,0.5387448223938387,0.435970274549332,85.0,100,10
0.9792524711752545,0.9876175060495248,0.9798043230086989,85.0,100,100
0.9970887030225525,0.9877037045159932,0.9916127146571269,85.0,100,1000
0.3819398838355424,0.459902455794931,0.39502879758219267,85.0,150,10
0.9544005532022771,0.9613141941419767,0.9542476240498053,85.0,150,100
0.9970887030225525,0.9877037045159932,0.9916127146571269,85.0,150,1000
0.42551999217655845,0.4860558927599855,0.43332966864238215,85.0,200,10
0.9529385648981835,0.9613003309133014,0.9534887792252232,85.0,200,100
0.9970887030225525,0.9877037045159932,0.9916127146571269,85.0,200,1000
0.3402877108375252,0.507871210479308,0.3561651243420562,80.0,10,10
0.9530202541448849,0.9619033561094452,0.9532788135360188,80.0,10,100
0.9973577020422404,0.9883153368739298,0.9921349911093499,80.0,10,1000
0.3509199777160515,0.5108879646485668,0.3650074113383768,80.0,50,10
0.9536769648245609,0.9619437565773462,0.9536331881190484,80.0,50,100
0.9973587478966827,0.9883177756105589,0.9921367325393577,80.0,50,1000
0.35595888969645983,0.5113801323043518,0.3715130054698342,80.0,100,10
0.9786096422892898,0.9882377764659118,0.9792279081755642,80.0,100,100
0.9973587478966827,0.9883177756105589,0.9921367325393577,80.0,100,1000
0.35095352611468683,0.43254589374342495,0.3651247995489732,80.0,150,10
0.9533827332940771,0.9619157737512081,0.953466906491941,80.0,150,100
0.9973587478966827,0.9883177756105589,0.9921367325393577,80.0,150,1000
0.3524608212643554,0.43185604515019227,0.367263463651838,80.0,200,10
0.9538235708940521,0.9619458317588896,0.9537077376211897,80.0,200,100
0.9973587478966827,0.9883177756105589,0.9921367325393577,80.0,200,1000
0.3187957042723721,0.4914334218159391,0.33663153337905105,75.0,10,10
0.9353938440574194,0.9629668055985855,0.9424189450550827,75.0,10,100
0.9972328959205142,0.9887734286049302,0.9923809576395118,75.0,10,1000
0.41296706179217213,0.5246315137896103,0.42578044993677294,75.0,50,10
0.9529268343254633,0.9630643042227672,0.9539681584727012,75.0,50,100
0.9972328959205142,0.9887734286049302,0.9923809576395118,75.0,50,1000
0.4138667141511343,0.5252990372028712,0.43116720080622684,75.0,100,10
0.979322568260616,0.9887020961054657,0.9799971807359927,75.0,100,100
0.9972328959205142,0.9887734286049302,0.9923809576395118,75.0,100,1000
0.39189234913548743,0.49790310551928374,0.4071385349555916,75.0,150,10
0.9531888331841898,0.963027165409059,0.9540879803897502,75.0,150,100
0.9972328959205142,0.9887734286049302,0.9923809576395118,75.0,150,1000
0.34441553745391285,0.4711181992993724,0.36009276941956675,75.0,200,10
0.9531888331841898,0.963027165409059,0.9540879803897502,75.0,200,100
0.9972328959205142,0.9887734286049302,0.9923809576395118,75.0,200,1000
0.3183198693005895,0.4675484827144321,0.3309817271621308,70.0,10,10
0.950851774182216,0.9626481079772932,0.952060257562615,70.0,10,100
0.9972048828228353,0.9883870345145351,0.9921101962860467,70.0,10,1000
0.34576152166013124,0.5203258729344225,0.3603608713123651,70.0,50,10
0.9616936924760361,0.988323637326115,0.9660833474914321,70.0,50,100
0.9972048828228353,0.9883870345145351,0.9921101962860467,70.0,50,1000
0.33626396654298435,0.44678225135053057,0.3489637131020896,70.0,100,10
0.9615538958800832,0.9883155666719066,0.9660079762788203,70.0,100,100
0.9972048828228353,0.9883870345145351,0.9921101962860467,70.0,100,1000
0.37715857723863805,0.49829227360679706,0.3889814182979782,70.0,150,10
0.9618435408233512,0.9883249829315128,0.966159181658505,70.0,150,100
0.9972048828228353,0.9883870345145351,0.9921101962860467,70.0,150,1000
0.3736026959945127,0.44739631122587853,0.3871562530744315,70.0,200,10
0.9780147685426823,0.9882893722560616,0.9784926368115041,70.0,200,100
0.9972048828228353,0.9883870345145351,0.9921101962860467,70.0,200,1000
0.3021206945648587,0.46164961348607786,0.3120071153348525,65.0,10,10
0.9631844315810255,0.9882029135251065,0.9686060905155285,65.0,10,100
0.9972576046239652,0.9883072519656881,0.992052645808842,65.0,10,1000
0.3494630698037711,0.4456811790009662,0.36221002688717713,65.0,50,10
0.9956234596515224,0.9882656450215689,0.9912007791254456,65.0,50,100
0.9972576046239652,0.9883072519656881,0.992052645808842,65.0,50,1000
0.3584512058805166,0.4972972728695693,0.3760104982128679,65.0,100,10
0.9820294467775554,0.9882316511569491,0.9822437722391755,65.0,100,100
0.9972576046239652,0.9883072519656881,0.992052645808842,65.0,100,1000
0.3696021203485008,0.47246062697491925,0.38356932980087943,65.0,150,10
0.9643074235551377,0.98819889542119,0.9691869613859648,65.0,150,100
0.9972576046239652,0.9883072519656881,0.992052645808842,65.0,150,1000
0.3757028347749753,0.47253008639819893,0.387515962320456,65.0,200,10
0.9637616466142321,0.988190863012726,0.9689002211119191,65.0,200,100
0.9972576046239652,0.9883072519656881,0.992052645808842,65.0,200,1000
0.33565206159655725,0.4668405048054824,0.3501965922861638,60.0,10,10
0.9944630343284726,0.9882240804092398,0.990612455016659,60.0,10,100
0.9972892728401164,0.9883382498184284,0.9920965855594907,60.0,10,1000
0.35932477062656537,0.4202213719419025,0.3679895400335389,60.0,50,10
0.9746431893445521,0.9882617570544797,0.9767850257262602,60.0,50,100
0.9972977436117189,0.9883387579218202,0.9921010761892154,60.0,50,1000
0.3413335783161325,0.4451121084358277,0.3553161160962265,60.0,100,10
0.9644715531067803,0.9882511551926327,0.9689125886175061,60.0,100,100
0.9972977436117189,0.9883387579218202,0.9921010761892154,60.0,100,1000
0.37489626387038677,0.4983863953334709,0.38776597416652564,60.0,150,10
0.9778725043171193,0.9882440921781491,0.9785287476498715,60.0,150,100
0.9972977436117189,0.9883387579218202,0.9921010761892154,60.0,150,1000
0.3591201862257233,0.4977993217646515,0.37508521663010214,60.0,200,10
0.9795294572539734,0.988277929232215,0.9793891504869229,60.0,200,100
0.9972977436117189,0.9883387579218202,0.9921010761892154,60.0,200,1000
0.39023420658174,0.5718724843874867,0.4088141306365051,55.00000000000001,10,10
0.9645072943025821,0.9883826828680978,0.968878399009327,55.00000000000001,10,100
0.9973782189370122,0.988444338754681,0.9922111103855599,55.00000000000001,10,1000
0.36566491989968114,0.47175119020774176,0.38137356228129315,55.00000000000001,50,10
0.9782533840393214,0.9883466880070546,0.9784665249250639,55.00000000000001,50,100
0.9973782189370122,0.988444338754681,0.9922111103855599,55.00000000000001,50,1000
0.3813070373445411,0.47312802102842794,0.3926781195250467,55.00000000000001,100,10
0.9776394330567806,0.9883350378871025,0.9781500428530466,55.00000000000001,100,100
0.9973782189370122,0.988444338754681,0.9922111103855599,55.00000000000001,100,1000
0.3811599456780637,0.47210761537430446,0.39236744870775603,55.00000000000001,150,10
0.994364260393948,0.9883843997649547,0.9906504691575512,55.00000000000001,150,100
0.9973782189370122,0.988444338754681,0.9922111103855599,55.00000000000001,150,1000
0.38151193915430737,0.4732740876206681,0.39229724795030835,55.00000000000001,200,10
0.9778469306491491,0.9883758599640183,0.9782726738483978,55.00000000000001,200,100
0.9973782189370122,0.988444338754681,0.9922111103855599,55.00000000000001,200,1000
0.33438092147829784,0.46943257750704276,0.35413858943993987,50.0,10,10
0.9948505974456779,0.9883839116320152,0.9909052717367101,50.0,10,100
0.9973475416958235,0.988444622306779,0.9921961241351588,50.0,10,1000
0.43750058519340146,0.517248394000736,0.45000692327930747,50.0,50,10
0.9775347467679109,0.9883337584566778,0.9783587333140599,50.0,50,100
0.9973543793026612,0.9884450286863501,0.9921997469865843,50.0,50,1000
0.3814570192258491,0.5245325420064629,0.393529394607789,50.0,100,10
0.9800082990634326,0.9884028342262272,0.9796550292608501,50.0,100,100
0.9973543793026612,0.9884450286863501,0.9921997469865843,50.0,100,1000
0.35622373617547776,0.44615317376609254,0.3667324312710769,50.0,150,10
0.978892233162389,0.9883494796790209,0.9790618531528416,50.0,150,100
0.9973543793026612,0.9884450286863501,0.9921997469865843,50.0,150,1000
0.37454604983379464,0.4732244531997667,0.3891478362849536,50.0,200,10
0.9780816878499419,0.9883527069434195,0.9786457953219649,50.0,200,100
0.9973543793026612,0.9884450286863501,0.9921997469865843,50.0,200,1000
0.3536409424156971,0.5439758724944495,0.3839957030447569,45.0,10,10
0.9944650531979216,0.9882406444203986,0.9906333589364744,45.0,10,100
0.9972838021738926,0.9883015919328594,0.9920881775125457,45.0,10,1000
0.40741484420304364,0.47327224047174266,0.4191207667368862,45.0,50,10
0.9675972606254558,0.9882149565984643,0.9716325930423199,45.0,50,100
0.9972838021738926,0.9883015919328594,0.9920881775125457,45.0,50,1000
0.3807019910378791,0.49704999876347433,0.3986121621142041,45.0,100,10
0.978154933071863,0.9882058134754949,0.9781887066423618,45.0,100,100
0.9972838021738926,0.9883015919328594,0.9920881775125457,45.0,100,1000
0.3409084242695323,0.4464171539437571,0.35516756795016313,45.0,150,10
0.9786937432522058,0.9882244724056435,0.978470351891332,45.0,150,100
0.9972838021738926,0.9883015919328594,0.9920881775125457,45.0,150,1000
0.3640970524512275,0.44751443665866364,0.3719667193201321,45.0,200,10
0.9669317040758322,0.988210201356238,0.9712855511509182,45.0,200,100
0.9972838021738926,0.9883015919328594,0.9920881775125457,45.0,200,1000
0.4086269062228327,0.5977143079081044,0.43900683099464727,40.0,10,10
0.9751979954884249,0.9880782883221289,0.9766072464854151,40.0,10,100
0.9972557401258663,0.9882343000401215,0.9920285910086333,40.0,10,1000
0.3628269887464181,0.4723412893142373,0.3782741588722003,40.0,50,10
0.9781158397079488,0.9881354387256528,0.9781220522916758,40.0,50,100
0.9972557401258663,0.9882343000401215,0.9920285910086333,40.0,50,1000
0.31779449411677707,0.44535287409725666,0.33462808502439995,40.0,100,10
0.9776766894872398,0.9881314197928638,0.9778988377406314,40.0,100,100
0.9972557401258663,0.9882343000401215,0.9920285910086333,40.0,100,1000
0.3412058140616968,0.47184589067601734,0.35554567334517395,40.0,150,10
0.9767758426052399,0.9881230510851057,0.9774278451940023,40.0,150,100
0.9972557401258663,0.9882343000401215,0.9920285910086333,40.0,150,1000
0.3433254515029334,0.47229826986783824,0.35812400024196084,40.0,200,10
0.9787426638641846,0.9881568944580206,0.9784501291225155,40.0,200,100
0.9972557401258663,0.9882343000401215,0.9920285910086333,40.0,200,1000
0.3897131102110648,0.5639876440136578,0.41311066836794924,35.0,10,10
0.994475738433652,0.9881426236078132,0.9905832731944585,35.0,10,100
0.997202234790273,0.988216908863875,0.9920007135909645,35.0,10,1000
0.38170847234352184,0.4711848712662392,0.3909399237209802,35.0,50,10
0.9783086056399517,0.9881520225513812,0.9782926045310617,35.0,50,100
0.997202234790273,0.988216908863875,0.9920007135909645,35.0,50,1000
0.4179648288267491,0.49946180395388423,0.4344992507871058,35.0,100,10
0.9765431885936434,0.9881047265675238,0.977362713737692,35.0,100,100
0.997202234790273,0.988216908863875,0.9920007135909645,35.0,100,1000
0.34210793293769626,0.4465147342654821,0.3561631911581778,35.0,150,10
0.9652877055738509,0.9880970151193653,0.9703217972195478,35.0,150,100
0.997202234790273,0.988216908863875,0.9920007135909645,35.0,150,1000
0.34264118125924203,0.44635423780454136,0.35664531753517825,35.0,200,10
0.9785682184856959,0.9881390218641798,0.9784154940646095,35.0,200,100
0.997202234790273,0.988216908863875,0.9920007135909645,35.0,200,1000
0.3268062701412296,0.48889872841070087,0.35464206789823777,30.0,10,10
0.9671139785703877,0.9881780189588272,0.9712810184279344,30.0,10,100
0.9972549341975906,0.9882434781660558,0.9920317622961112,30.0,10,1000
0.3770607322891698,0.49803952938335183,0.3918042564557677,30.0,50,10
0.9659029298572624,0.9881327400747514,0.9706380424052943,30.0,50,100
0.997255755130729,0.9882438750675256,0.9920323711508868,30.0,50,1000
0.3568128737915806,0.4722581015486422,0.36457374770409273,30.0,100,10
0.9785546763833091,0.9881623102161822,0.9784090501792002,30.0,100,100
0.997255755130729,0.9882438750675256,0.9920323711508868,30.0,100,1000
0.35528412976520213,0.4723225290994979,0.36554230746416005,30.0,150,10
0.9785594375795597,0.9881657597459352,0.9784131659110323,30.0,150,100
0.997255755130729,0.9882438750675256,0.9920323711508868,30.0,150,1000
0.3407585723643615,0.42129391800119365,0.35292425747750517,30.0,200,10
0.9843725658645648,0.9881795671997755,0.9841392181193831,30.0,200,100
0.997255755130729,0.9882438750675256,0.9920323711508868,30.0,200,1000
0.34542047169086854,0.4684281250537747,0.36269576192125663,25.0,10,10
0.9525810500513342,0.9879379205419847,0.9613331211591708,25.0,10,100
0.997224092760511,0.9880907220512003,0.991914809471881,25.0,10,1000
0.3604015750407405,0.4982216991877169,0.3806045443578744,25.0,50,10
0.9667812008702955,0.9879963595078624,0.9711594822740411,25.0,50,100
0.9972287177651361,0.9880909919328352,0.9919172574051243,25.0,50,1000
0.3533610374533681,0.44574508495071924,0.36283281776384496,25.0,100,10
0.9769326306988202,0.9879845764874267,0.9774161034366131,25.0,100,100
0.9972287177651361,0.9880909919328352,0.9919172574051243,25.0,100,1000
0.37653172075617397,0.4728053064711267,0.3878803049543461,25.0,150,10
0.9776010006714072,0.9879947520907391,0.977759818063779,25.0,150,100
0.9972287177651361,0.9880909919328352,0.9919172574051243,25.0,150,1000
0.3313769528197506,0.4463251861995096,0.34794969242876217,25.0,200,10
0.9683045053577132,0.9880127130957771,0.9719497122528618,25.0,200,100
0.9972287177651361,0.9880909919328352,0.9919172574051243,25.0,200,1000
0.39200429751757176,0.5969075679192454,0.41590893187045364,20.0,10,10
0.969504983185411,0.9879881808786853,0.9726228064168896,20.0,10,100
0.9972330861707474,0.9880473365954606,0.991893924206617,20.0,10,1000
0.34229833706318263,0.4204946043066198,0.3539425275439155,20.0,50,10
0.9771071947382688,0.9879592109380317,0.9772568666090956,20.0,50,100
0.9972330861707474,0.9880473365954606,0.991893924206617,20.0,50,1000
0.37175716754169663,0.4729524701534726,0.38529748178753986,20.0,100,10
0.9757026931785905,0.9879501555948718,0.9765294686436881,20.0,100,100
0.9972330861707474,0.9880473365954606,0.991893924206617,20.0,100,1000
0.32739530642090453,0.420038040753665,0.3436052964932741,20.0,150,10
0.976396321188889,0.9879577012674269,0.9768835874816235,20.0,150,100
0.9972330861707474,0.9880473365954606,0.991893924206617,20.0,150,1000
0.37472209081095836,0.4718596522786936,0.3866794330645799,20.0,200,10
0.976286147775937,0.9879539278728336,0.9768264848299063,20.0,200,100
0.9972330861707474,0.9880473365954606,0.991893924206617,20.0,200,1000
